Document ID,consent,group,initial_answers,initial_quiz_time,initial_selected_options,retry_answers,retry_quiz_time,retry_selected_options,subgroup,user_id,participantID,age,education,gender,income,initial_list,1Q1,1Q2,1Q3,1Q4,1Q5,1Q6,1Q7,retry_list,2Q1,2Q2,2Q3,2Q4,2Q5,2Q6,2Q7,1Q_acc,2Q_acc
KZ-VRE7-CG9V,FALSE,2,"[true, true, true, false, false, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","[true, true, true, false, true, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details"", ""No, none of my childâ€™s data will be used to train AI models.""]","""B""","""KZ-VRE7-CG9V""",pbbddaeaa,24,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$40,000 to $59,999""","[True, True, True, False, False, True, True]",1,1,1,0,0,1,1,"[True, True, True, False, True, False, False]",1,1,1,0,1,0,0,0.714285714,0.571428571
KZ-7YLD-7KHX,TRUE,1,"[false, true, true, false, true, true]",,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-7YLD-7KHX""",pa22db9be,34,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$25,000 to $39,999""","[False, True, True, False, True, True]",0,1,1,0,1,1,,,,,,,,,,0.666666667,
KZ-XYL3-QXZB,FALSE,2,"[true, true, true, false, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""No, only anonymized data will be used to train AI models.""]","[true, false, true, true, false, true, true]",,"[""Web browser type or IP address"", ""By reporting the childâ€™s profile to moderators"", ""Seeks verifiable parental consent before collection"", ""A binding decision is made outside of court by a third party"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-XYL3-QXZB""",pbdf38405,39,"""completedOnlyHighSchoolOrTheEquivalent""","""female""","""$40,000 to $59,999""","[True, True, True, False, False, False, False]",1,1,1,0,0,0,0,"[True, False, True, True, False, True, True]",1,0,1,1,0,1,1,0.428571429,0.714285714
KZ-7B62-RMEL,TRUE,1,"[true, true, false, true, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Requests approval from the app store"", ""A binding decision is made outside of court by a third party"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-7B62-RMEL""",pd1d135a2,35,"""completedBachelorsDegree""","""female""","""$60,000 to $84,999""","[True, True, False, True, True, True]",1,1,0,1,1,1,,,,,,,,,,0.833333333,
KZ-2ZTN-DGNF,FALSE,2,"[true, true, true, false, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[true, true, true, false, true, true, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""A""","""KZ-2ZTN-DGNF""",pc2cbe3d9,38,"""completedMastersDegree""","""female""","""$85,000 to $114,999""","[True, True, True, False, False, False, False]",1,1,1,0,0,0,0,"[True, True, True, False, True, True, False]",1,1,1,0,1,1,0,0.428571429,0.714285714
KZ-VQ29-JE7G,TRUE,1,"[false, true, true, false, false, true]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-VQ29-JE7G""",pd532c013,57,"""completedOnlyHighSchoolOrTheEquivalent""","""male""","""$60,000 to $84,999""","[False, True, True, False, False, True]",0,1,1,0,0,1,,,,,,,,,,0.5,
KZ-MUMK-QMYQ,TRUE,1,"[false, true, true, false, false, false]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""Only if the website knows the user is under 10 years old"", ""When a parent publicly shares the childâ€™s account details""]",,,,,"""KZ-MUMK-QMYQ""",pd959054b,30,"""completedDoctorateDegree""","""female""","""$85,000 to $114,999""","[False, True, True, False, False, False]",0,1,1,0,0,0,,,,,,,,,,0.333333333,
KZ-X2TX-5AKE,TRUE,1,"[true, true, false, false, false, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety""]",,,,,"""KZ-X2TX-5AKE""",pc1b2f51d,45,"""completedMastersDegree""","""female""","""$40,000 to $59,999""","[True, True, False, False, False, True]",1,1,0,0,0,1,,,,,,,,,,0.5,
KZ-W528-DJGS,FALSE,2,"[false, true, false, false, false, false, true]",,"[""Physical home address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""Only if the child wins a prize"", ""Yes, and this may occur without my consent.""]","[false, false, false, false, false, false, true]",,"[""Physical home address"", ""By reporting the childâ€™s profile to moderators"", ""Automatically masks it before storing"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, and this may occur without my consent.""]","""A""","""KZ-W528-DJGS""",pc6db2a90,30,"""completedMastersDegree""","""male""","""$150,000 to $199,999""","[False, True, False, False, False, False, True]",0,1,0,0,0,0,1,"[False, False, False, False, False, False, True]",0,0,0,0,0,0,1,0.285714286,0.142857143
KZ-88UM-7W87,FALSE,2,"[false, true, false, false, false, false, false]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""Through a public court hearing in the childâ€™s home state"", ""For users aged 13â€“17 if they are not in school"", ""Only if the child wins a prize"", ""No, only anonymized data will be used to train AI models.""]","[false, true, true, false, false, true, true]",,"[""All of the above"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""Through a public court hearing in the childâ€™s home state"", ""For any individual under the age of 18 using a U.S.-based website"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-88UM-7W87""",pba25f42d,46,"""completedBachelorsDegree""","""female""","""$85,000 to $114,999""","[False, True, False, False, False, False, False]",0,1,0,0,0,0,0,"[False, True, True, False, False, True, True]",0,1,1,0,0,1,1,0.142857143,0.571428571
KZ-3M34-CFY4,FALSE,2,"[false, true, true, false, true, false, true]",,"[""Social Security Number"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""When a parent publicly shares the childâ€™s account details"", ""Yes, but only if I am notified and consent.""]","[true, true, false, false, true, true, true]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Automatically masks it before storing"", ""By suspending the childâ€™s account until further notice"", ""For children under 13 years old before collecting personal information"", ""To perform business functions, comply with laws, or protect safety"", ""Yes, but only if I am notified and consent.""]","""B""","""KZ-3M34-CFY4""",pbb2307d9,44,"""completedMastersDegree""","""male""","""$85,000 to $114,999""","[False, True, True, False, True, False, True]",0,1,1,0,1,0,1,"[True, True, False, False, True, True, True]",1,1,0,0,1,1,1,0.571428571,0.714285714
KZ-HN8A-F97A,TRUE,1,"[true, true, true, false, false, false]",,"[""Web browser type or IP address"", ""By logging in to the childâ€™s account or contacting KidsZone to make the request"", ""Seeks verifiable parental consent before collection"", ""By a vote from the KidsZone moderation team"", ""For any individual under the age of 18 using a U.S.-based website"", ""When a third-party company requests it for advertising""]",,,,,"""KZ-HN8A-F97A""",pa8b10ee2,37,"""completedOnlyHighSchoolOrTheEquivalent""","""male""","""$10,000 to $24,999""","[True, True, True, False, False, False]",1,1,1,0,0,0,,,,,,,,,,0.5,
